Kubikaža,Snaga,Prešao kilometara,Proveri kilometražu,Tip motora,Pogon,Menjač,Broj vrata,Broj sedišta,Strana volana,Klima,Boja,Kategorija,price,year,url,oprema,istorija,name,Broj brzina,Boja unutrašnjosti
1997 cm3,136 KS (100 KW),169384,,Euro 4,,manuelni,4/5,,,Automatska klima,unutrašnjosti siva,Hečbek,3.250 EUR,2004.,https://www.mojauto.rs/polovni-automobili/2020141_Citroen_C5_2004_god/?cena=low,"['Opis - AUTOMOBIL JE UVEZEN IZ HOLANDIJE,KUPLJEN OD VLASNIKA.', 'Metalik', 'Pogon na prednjoj osovini', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Putni računar', 'Razdelne rešetke', 'Električni podizači', 'Električna ogledala', 'Grejači ogledala', 'Podešavanje sedišta po visini', 'Maglenke', 'Parking senzori', 'Navigacija GPS', 'HiFi muzika', 'DVD plejer', 'Turbo kompresor', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Auto telefon', 'Oboriva sedišta']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Garancija': 'Da'}",Citroen C5 2.0 HDI 6B NAVI ,6,siva
1900 cm3,101 KS (74 KW),280450,,Euro 3,,,,5,Leva,Manuelna klima,unutrašnjosti plava,minibus/van,2.500 EUR,2002.,https://www.mojauto.rs/polovni-automobili/3237946_Fiat_Doblo_2002_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Multi volan', 'Krovni nosači', 'Kuka za vuču', 'Daljinsko zaključavanje', 'Električni podizači', 'Maglenke', 'Podesivi volan po visini', 'Radio', 'HiFi muzika']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Jun 2025', 'Vozilo je korišćeno kao': 'lično', 'Kupljen nov u Srbiji': 'Da', 'Garažiran': 'Da'}",Fiat Doblo Jtd ,,plava
1499 cm3,102 KS (75 KW),101441,,Euro 6,Prednji,manuelni,6,4/5,5,Leva,Automatska klima,bela,crna,Hečbek,10.998 EUR,2019.,https://www.mojauto.rs/polovni-automobili/3240614_Citroen_c4_cactus_2019_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Citroen C4 Cactus 1.5BlueHdi Business Navi 
1995 cm3,150 KS (110 KW),165473,,Euro 6,Prednji,automatski,8,4/5,5,Leva,Automatska klima,siva,crna,SUV_terensko,20.998 EUR,2019.,https://www.mojauto.rs/polovni-automobili/3240612_BMW_X1_2019_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Šiber', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",BMW X1 2.0 D sDrive Advantage Sport  
2000 cm3,140 KS (103 KW),200000,,Euro 5,4x4,automatski,6,4/5,Leva,Automatska klima,SUV_terensko,12.000 EUR,2014.,https://www.mojauto.rs/polovni-automobili/3240638_Ford_Kuga_2014_god/?cena=high,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Ford Kuga Na ime kupca ,,,
2000 cm3,140 KS (103 KW),200000,,Euro 5,4x4,manuelni,6,4/5,Leva,Automatska klima,SUV_terensko,9.999 EUR,2014.,https://www.mojauto.rs/polovni-automobili/3240637_Skoda_Yeti_2014_god/?cena=high,['Nije registrovan'],"{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Škoda Yeti Na ime kupca ,,,
1500 cm3,110 KS (81 KW),200000,,Euro 5,Prednji,manuelni,6,4/5,Leva,Automatska klima,Hečbek,5.500 EUR,2012.,https://www.mojauto.rs/polovni-automobili/3240636_Renault_Megane_2012_god/?cena=high,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Renault Megane Na ime kupca ,,,
1560 cm3,75 KS (55 KW),145000,,Euro 6,Prednji,manuelni,5,2/3,Leva,,Hečbek,6.200 EUR,2015.,https://www.mojauto.rs/polovni-automobili/3240635_Peugeot_208_2015_god/?cena=high,"['Air bag za vozača', 'ABS', 'Centralna brava', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Decembar 2024', 'Vozilo je korišćeno kao': 'lično'}",Peugeot 208 1.6 hdi ,5,bela,crna
1560 cm3,75 KS (55 KW),145000,,Euro 6,Prednji,manuelni,5,2/3,Leva,,Hečbek,6.200 EUR,2015.,https://www.mojauto.rs/polovni-automobili/3240634_Peugeot_208_2015_god/?cena=high,"['Air bag za vozača', 'ABS', 'Centralna brava', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Decembar 2024', 'Vozilo je korišćeno kao': 'lično'}",Peugeot 208 1.6 hdi ,5,bela,crna
1700 cm3,101 KS (74 KW),200000,,Euro 4,Prednji,manuelni,5,4/5,Leva,Automatska klima,Hečbek,1.400 EUR,2006.,https://www.mojauto.rs/polovni-automobili/3240633_Opel_Astra_2006_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Opel Astra stranac ,,,
1900 cm3,105 KS (77 KW),200000,,Euro 4,Prednji,manuelni,5,4/5,Leva,Automatska klima,Hečbek,1.400 EUR,2005.,https://www.mojauto.rs/polovni-automobili/3240632_Seat_Altea_2005_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Seat Altea stranac ,,,
1400 cm3,75 KS (55 KW),200000,,Euro 3,Prednji,manuelni,5,4/5,Leva,Manuelna klima,karavan,600 EUR,2003.,https://www.mojauto.rs/polovni-automobili/3240631_Peugeot_206_2003_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Peugeot 206 stranac ,,,
2000 cm3,140 KS (103 KW),200000,,Euro 4,Prednji,automatski,6,4/5,Leva,Automatska klima,karavan,4.000 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3240630_VW_Passat_2007_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",VW Passat Na ime kupca ,,,
1400 cm3,88 KS (65 KW),200000,,Euro 4,Prednji,manuelni,5,2/3,Leva,Automatska klima,Hečbek,3.000 EUR,2007.,https://www.mojauto.rs/polovni-automobili/3240629_Peugeot_207_2007_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Peugeot 207 Na ime kupca ,,,
1995 cm3,143 KS (105 KW),255000,,Euro 5,4x4,manuelni,6,4/5,Leva,Automatska klima,SUV_terensko,Dogovor,2010.,https://www.mojauto.rs/polovni-automobili/3237942_BMW_X1_2010_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Kuka za vuču', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Električno podesiva sedišta', 'Grejači sedišta', 'Radio', 'Alu felne']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Avgust 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",BMW X1  ,5,siva,crna
2000 cm3,170 KS (125 KW),200000,,Euro 4,Prednji,automatski,6,4/5,Leva,Automatska klima,karavan,4.300 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3240626_Skoda_Octavia_2009_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Škoda Octavia Na ime kupca ,,,
1900 cm3,105 KS (77 KW),200000,,Euro 4,Prednji,manuelni,5,4/5,Leva,Automatska klima,limuzina,3.800 EUR,2005.,https://www.mojauto.rs/polovni-automobili/3240625_Skoda_Octavia_2005_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Škoda Octavia Na ime kupca ,,,
1800 cm3,116 KS (85 KW),200000,,Euro 4,Prednji,manuelni,5,4/5,Leva,Automatska klima,Hečbek,1.500 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3240624_Ford_Focus_2009_god/?cena=low,"['Metalik', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Da', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Ford Focus stranac ,,,
1560 cm3,109 KS (80 KW),299000,,,Prednji,manuelni,5,4/5,,,Hečbek,1.400 EUR,2005.,https://www.mojauto.rs/polovni-automobili/3240623_Ford_Focus_2005_god/?cena=low,[],"{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Oktobar 2024'}",Ford Focus  ,,plava,
1600 cm3,120 KS (88 KW),157000,,Euro 6,Prednji,automatski,6,,Leva,Automatska klima,karavan,12.500 EUR,2016.,https://www.mojauto.rs/polovni-automobili/3240622_VW_Passat_2016_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'ABS', 'ESP', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Februar 2025', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",VW Passat 1.6tdi BOSCH dizne ,,,
1368 cm3,120 KS (88 KW),187000,,Euro 6,Prednji,manuelni,5,,Leva,Manuelna klima,Hečbek,4.150 EUR,2013.,https://www.mojauto.rs/polovni-automobili/3240621_Alfa_Romeo_MiTo_2013_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'ABS', 'ESP', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Podesivi volan po visini']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Februar 2025', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Alfa Romeo MiTo 1.4b/plin 120ks ,,,
1200 cm3,73 KS (54 KW),245000,,Euro 3,Prednji,manuelni,5,4/5,5,Leva,Bez klime,bela,siva,karavan,1.600 EUR,2004.,https://www.mojauto.rs/polovni-automobili/3229881_Skoda_Fabia_2004_god/?cena=low,"['Centralna brava', 'Servo']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Novembar 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",Škoda Fabia htp 
1560 cm3,99 KS (73 KW),149000,,Euro 6,Prednji,manuelni,5,4/5,5,Leva,Manuelna klima,siva,,Hečbek,6.800 EUR,2016.,https://www.mojauto.rs/polovni-automobili/3240619_Peugeot_208_2016_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ESP', 'Centralna brava', 'Servo', 'Tempomat', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Maglenke', 'HiFi muzika', 'Alu felne', 'Putni računar']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Septembar 2024', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",Peugeot 208 HDI 
1195 cm3,110 KS (81 KW),103000,,Euro 6,Prednji,manuelni,6,4/5,5,Leva,Automatska klima,crna,crna,Hečbek,11 EUR,2015.,https://www.mojauto.rs/polovni-automobili/3240618_VW_Golf_7_2015_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Grejači sedišta', 'Radio', 'HiFi muzika', 'CD šaržer', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",VW Golf 7 1.2 TSFI  
1900 cm3,64 KS (47 KW),245000,,,,,,,,,,,,dostavno/pickup,650 EUR,2003.,https://www.mojauto.rs/polovni-automobili/3240616_Fiat_Punto_2003_god/?cena=low,['Nije registrovan'],"{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Fiat Punto  
1200 cm3,64 KS (47 KW),245000,,,,manuelni,,,,,Manuelna klima,,,Hečbek,1.150 EUR,2002.,https://www.mojauto.rs/polovni-automobili/3240615_VW_Polo_2002_god/?cena=low,[],"{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne', 'Registrovano do': 'Avgust 2024'}",VW Polo  
1400 cm3,73 KS (54 KW),152000,,Euro 4,Prednji,manuelni,5,4/5,5,Leva,Manuelna klima,crna,crna,Hečbek,3.350 EUR,2009.,https://www.mojauto.rs/polovni-automobili/3240541_Peugeot_207_2009_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Podesivi volan po visini', 'HiFi muzika', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da'}",Peugeot 207 1.4 8v 
1968 cm3,204 KS (150 KW),147000,,Euro 6,Prednji,automatski,8,4/5,5,Leva,Automatska klima,crna,crna,limuzina,43.000 EUR,2021.,https://www.mojauto.rs/polovni-automobili/3240611_Audi_A6_2021_god/?cena=high,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Koža', 'Kuka za vuču', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Xenon', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podesivi volan po dubini', 'Podešavanje sedišta po visini', 'Grejači sedišta', 'Radio', 'HiFi muzika', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Audi A6 BLACK Edition HeadU 360 MATRIX 
1598 cm3,120 KS (88 KW),162000,,Euro 4,Prednji,manuelni,5,4/5,5,Leva,Automatska klima,bela,crna,Hečbek,4.200 EUR,2010.,https://www.mojauto.rs/polovni-automobili/3240610_Ford_Fiesta_2010_god/?cena=low,"['Metalik', 'Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'Child lock', 'ABS', 'ESP', 'ASR', 'Alarm', 'Kodiran ključ', 'Blokada motora', 'Centralna brava', 'Mehanička zaštita', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Grejači stakala', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Grejači sedišta', 'Radio', 'HiFi muzika', 'Alu felne', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Vozilo je korišćeno kao': 'lično', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da', 'Garancija': 'Da'}",Ford Fiesta 1.6 CH 
1686 cm3,101 KS (74 KW),225678,,Euro 4,,,,,,,,bela,,karavan,950 EUR,2006.,https://www.mojauto.rs/polovni-automobili/3240608_Opel_Meriva_2006_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Child lock', 'ABS', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Maglenke', 'Radio', 'Alu felne', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Opel Meriva 1.7 
1299 cm3,65 KS (48 KW),59000,,,Prednji,manuelni,5,2/3,5,Leva,Bez klime,unutrašnjosti siva,,limuzina,550 EUR,1991.,https://www.mojauto.rs/polovni-automobili/3232515_Lada_Samara_1991_god/?cena=low,"['Kuka za vuču', 'Radio', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Ne', 'Stranac': 'Ne'}",Lada Samara 1300 
1397 cm3,95 KS (70 KW),168953,,Euro 5,Prednji,manuelni,5,4/5,5,Leva,Automatska klima,srebrna,crna,minibus/van,4.300 EUR,2012.,https://www.mojauto.rs/polovni-automobili/3240606_Citroen_C3_Picasso_2012_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'ABS', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}","Citroen C3 Picasso 1,4b CH Attraction "
1364 cm3,140 KS (103 KW),188238,,Euro 5,Prednji,manuelni,6,4/5,5,Leva,Automatska klima,siva,crna,minibus/van,5.000 EUR,2011.,https://www.mojauto.rs/polovni-automobili/3240605_Opel_Meriva_2011_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'ESP', 'ASR', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Parking senzori', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Grejači sedišta', 'Radio', 'Alu felne', 'Putni računar', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}","Opel Meriva 1,4NEL "
1198 cm3,116 KS (85 KW),168435,,Euro 5,Prednji,manuelni,6,4/5,5,Leva,Automatska klima,bela,crna,minibus/van,5.000 EUR,2013.,https://www.mojauto.rs/polovni-automobili/3240604_Renault_Scenic_2013_god/?cena=high,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'Alu felne', 'Navigacija GPS', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Ne', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne', 'Prvi vlasnik': 'Da', 'Garažiran': 'Da', 'Servisna knjižica': 'Da'}",Renault Scenic Bose edition 
1197 cm3,116 KS (85 KW),154000,,Euro 5,Prednji,manuelni,6,4/5,5,Leva,Automatska klima,crna,crna,minibus/van,4.900 EUR,2015.,https://www.mojauto.rs/polovni-automobili/3240603_Renault_Grand_Scenic_2015_god/?cena=low,"['Air bag za vozača', 'Air bag za suvozača', 'Bočni air bag', 'ABS', 'ESP', 'ASR', 'Kodiran ključ', 'Centralna brava', 'Isofix sedišta', 'Servo', 'Multi volan', 'Tempomat', 'Krovni nosači', 'Grejači retrovizora', 'Daljinsko zaključavanje', 'Električni podizači', 'Električni retrovizori', 'Tonirana stakla', 'Maglenke', 'Senzori za svetla', 'Senzori za kišu', 'Parking senzori', 'Podesivi volan po visini', 'Podešavanje sedišta po visini', 'Radio', 'Alu felne', 'Putni računar', 'Led svetla', 'Nije registrovan']","{'Zamena': 'Da', 'Vozilo je': 'polovno', 'Havarisano': 'Ne', 'Na ime kupca': 'Da', 'Stranac': 'Ne'}",Renault Grand Scenic LIMITED EDITION 
